3, 21, 1, R
1, 20, 2, R
1, 20, 3, W
2, 22, 4, R
3, 23, 5, W
3, 24, 6, R
2, 24, 7, R
1, 24, 8, R
0, 20, 9, R
1, 21, 10, R
3, 20, 11, R
3, 24, 12, R
0, 23, 13, W
2, 20, 14, R
1, 24, 15, W
0, 22, 16, R
0, 21, 17, W
3, 22, 18, W
3, 21, 19, R
0, 20, 20, W
0, 22, 21, R
0, 20, 22, R
1, 20, 23, R
1, 21, 24, R
0, 21, 25, R
1, 24, 26, W
2, 24, 27, W
1, 23, 28, R
1, 20, 29, R
1, 23, 30, R
3, 21, 31, W
2, 23, 32, R
0, 21, 33, W
3, 23, 34, W
3, 24, 35, R
1, 21, 36, R
0, 20, 37, W
2, 21, 38, W
3, 24, 39, W
0, 24, 40, R
3, 20, 41, W
1, 23, 42, W
2, 21, 43, W
2, 21, 44, R
3, 20, 45, R
1, 20, 46, W
1, 20, 47, W
0, 22, 48, R
3, 21, 49, W
1, 21, 50, R
2, 24, 51, R
2, 21, 52, W
2, 24, 53, W
1, 20, 54, R
3, 24, 55, W
1, 24, 56, R
1, 23, 57, W
1, 22, 58, R
1, 21, 59, R
3, 21, 60, W
1, 24, 61, R
0, 24, 62, R
2, 24, 63, W
0, 22, 64, R
0, 21, 65, W
0, 20, 66, R
0, 24, 67, R
1, 20, 68, W
0, 24, 69, W
0, 22, 70, W
0, 20, 71, W
0, 21, 72, W
0, 21, 73, W
3, 21, 74, R
3, 22, 75, R
1, 20, 76, R
1, 21, 77, R
1, 22, 78, R
2, 20, 79, W
0, 20, 80, R
0, 20, 81, R
1, 23, 82, W
2, 21, 83, W
1, 20, 84, R
3, 24, 85, R
3, 21, 86, W
0, 24, 87, R
1, 23, 88, R
1, 24, 89, W
0, 21, 90, R
1, 21, 91, W
3, 22, 92, R
2, 20, 93, R
2, 21, 94, W
1, 23, 95, R
0, 20, 96, W
2, 20, 97, W
2, 23, 98, R
1, 22, 99, W
2, 24, 100, W
0, 22, 101, R
1, 23, 102, R
1, 20, 103, W
1, 23, 104, W
1, 20, 105, R
0, 22, 106, R
1, 20, 107, W
1, 21, 108, R
1, 22, 109, R
3, 21, 110, R
2, 24, 111, W
0, 24, 112, W
0, 24, 113, R
2, 21, 114, W
0, 21, 115, W
1, 20, 116, R
0, 24, 117, W
0, 21, 118, W
3, 21, 119, W
0, 21, 120, W
1, 24, 121, R
2, 22, 122, W
1, 22, 123, W
0, 23, 124, R
2, 22, 125, W
3, 23, 126, R
1, 20, 127, W
1, 23, 128, W
3, 24, 129, R
3, 22, 130, W
1, 20, 131, R
2, 20, 132, W
1, 20, 133, R
0, 24, 134, W
2, 22, 135, W
2, 22, 136, R
0, 24, 137, R
1, 21, 138, W
2, 24, 139, R
0, 22, 140, W
3, 23, 141, R
2, 24, 142, W
1, 21, 143, R
1, 22, 144, R
2, 22, 145, W
2, 23, 146, W
3, 22, 147, R
2, 21, 148, W
2, 24, 149, R
1, 21, 150, W
1, 20, 151, W
0, 22, 152, R
2, 21, 153, R
3, 20, 154, W
1, 22, 155, W
1, 22, 156, R
2, 20, 157, W
3, 23, 158, R
3, 22, 159, W
0, 20, 160, W
0, 21, 161, R
2, 23, 162, R
3, 24, 163, W
1, 24, 164, R
2, 22, 165, R
1, 23, 166, W
0, 22, 167, R
0, 23, 168, W
3, 23, 169, W
3, 23, 170, R
2, 21, 171, R
0, 21, 172, W
0, 20, 173, W
2, 24, 174, W
1, 23, 175, W
0, 20, 176, R
1, 24, 177, R
1, 24, 178, R
1, 21, 179, R
3, 22, 180, R
3, 20, 181, R
3, 23, 182, R
1, 21, 183, R
1, 24, 184, W
1, 21, 185, W
2, 22, 186, R
1, 23, 187, W
3, 20, 188, R
2, 20, 189, R
2, 20, 190, W
1, 24, 191, W
0, 21, 192, R
2, 23, 193, W
0, 23, 194, R
3, 22, 195, R
0, 24, 196, W
2, 21, 197, R
0, 21, 198, W
0, 23, 199, R
1, 23, 200, R
3, 23, 201, W
1, 22, 202, R
2, 22, 203, R
1, 20, 204, W
1, 23, 205, R
3, 22, 206, W
3, 23, 207, W
0, 24, 208, R
0, 22, 209, W
1, 20, 210, W
2, 20, 211, R
1, 21, 212, W
3, 20, 213, W
3, 24, 214, R
3, 24, 215, W
1, 24, 216, R
0, 22, 217, W
