0, 58, 10, W
1, 58, 11, R
2, 58, 11, R
3, 58, 12, R
1, 60, 14, R
2, 60, 15, R
3, 60, 16, R
0, 45, 17, R
1, 45, 18, R
2, 45, 19, R
3, 45, 20, R
0, 3541, 20, R
0, 3541, 21, W
1, 3541, 22, W
0, 0, 23, W
1, 0, 24, R
2, 0, 25, R
3, 0, 26, R
0, 1, 23, W
1, 1, 24, R
2, 1, 25, R
3, 1, 26, R
0, 2, 23, W
1, 2, 24, R
2, 2, 25, R
3, 2, 26, R
0, 3, 23, W
1, 3, 24, R
2, 3, 25, R
3, 3, 26, R
0, 4, 23, W
1, 4, 24, R
2, 4, 25, R
3, 4, 26, R
0, 5, 23, W
1, 5, 24, R
2, 5, 25, R
3, 5, 26, R
0, 6, 23, W
1, 6, 24, R
2, 6, 25, R
3, 6, 26, R
0, 7, 23, W
1, 7, 24, R
2, 7, 25, R
3, 7, 26, R
0, 8, 23, W
1, 8, 24, R
2, 8, 25, R
3, 8, 26, R
