0, 31, 1, R
1, 30, 2, R
0, 33, 3, W
0, 33, 4, R
2, 30, 5, R
0, 32, 6, W
1, 33, 7, R
1, 34, 8, R
0, 31, 9, W
0, 32, 10, R
2, 30, 11, R
3, 31, 12, R
3, 32, 13, W
2, 33, 14, R
2, 31, 15, W
3, 30, 16, W
1, 34, 17, R
3, 32, 18, W
3, 31, 19, R
0, 34, 20, W
0, 31, 21, W
3, 33, 22, W
3, 33, 23, R
3, 33, 24, R
0, 33, 25, R
2, 33, 26, W
0, 34, 27, W
2, 31, 28, R
0, 31, 29, W
1, 33, 30, W
3, 34, 31, R
1, 32, 32, R
0, 30, 33, R
2, 32, 34, R
1, 33, 35, W
2, 34, 36, R
2, 32, 37, R
2, 32, 38, W
3, 31, 39, W
1, 33, 40, W
2, 33, 41, W
2, 34, 42, R
0, 31, 43, W
0, 31, 44, R
0, 34, 45, W
2, 32, 46, W
2, 33, 47, R
3, 30, 48, W
2, 33, 49, R
0, 33, 50, R
3, 32, 51, R
0, 31, 52, W
1, 33, 53, R
2, 31, 54, W
0, 34, 55, W
3, 32, 56, R
1, 34, 57, R
0, 34, 58, R
3, 30, 59, W
2, 32, 60, W
2, 31, 61, R
2, 33, 62, R
3, 30, 63, R
1, 33, 64, R
1, 31, 65, R
2, 33, 66, W
0, 31, 67, W
2, 33, 68, R
1, 33, 69, W
1, 31, 70, R
3, 31, 71, R
0, 32, 72, R
3, 34, 73, W
2, 34, 74, W
2, 31, 75, W
0, 32, 76, W
2, 32, 77, W
0, 31, 78, W
2, 34, 79, W
1, 34, 80, R
0, 31, 81, W
2, 31, 82, W
3, 31, 83, W
3, 30, 84, R
2, 34, 85, R
0, 33, 86, W
3, 34, 87, R
0, 32, 88, R
1, 31, 89, R
2, 32, 90, W
0, 33, 91, W
0, 30, 92, R
0, 32, 93, R
0, 33, 94, R
0, 31, 95, W
1, 32, 96, R
1, 31, 97, R
0, 33, 98, W
2, 34, 99, W
3, 33, 100, W
3, 33, 101, R
1, 33, 102, W
0, 30, 103, W
3, 32, 104, R
2, 32, 105, R
1, 30, 106, R
3, 33, 107, R
2, 32, 108, W
3, 31, 109, R
3, 33, 110, R
1, 33, 111, R
3, 33, 112, R
0, 30, 113, W
2, 33, 114, W
0, 31, 115, R
0, 33, 116, R
3, 32, 117, W
3, 33, 118, R
1, 33, 119, R
2, 30, 120, R
2, 31, 121, R
2, 30, 122, W
2, 31, 123, W
3, 33, 124, W
1, 32, 125, R
2, 32, 126, R
3, 34, 127, R
0, 31, 128, R
2, 31, 129, R
3, 32, 130, R
1, 32, 131, W
3, 30, 132, R
2, 34, 133, W
1, 32, 134, W
2, 32, 135, W
3, 31, 136, W
3, 33, 137, W
1, 34, 138, R
3, 33, 139, R
3, 33, 140, W
0, 34, 141, R
3, 30, 142, W
1, 33, 143, W
2, 34, 144, R
1, 32, 145, W
2, 30, 146, W
3, 31, 147, W
1, 32, 148, W
3, 30, 149, R
1, 32, 150, W
3, 31, 151, R
3, 31, 152, W
0, 33, 153, W
2, 33, 154, W
0, 34, 155, R
0, 32, 156, W
2, 32, 157, R
3, 34, 158, R
1, 32, 159, R
1, 33, 160, R
3, 33, 161, W
2, 34, 162, W
3, 30, 163, W
0, 31, 164, R
3, 32, 165, W
0, 33, 166, W
0, 33, 167, W
2, 33, 168, W
1, 30, 169, W
0, 34, 170, R
3, 31, 171, W
0, 30, 172, W
0, 31, 173, W
2, 30, 174, W
3, 34, 175, R
0, 34, 176, R
3, 31, 177, W
3, 30, 178, R
0, 34, 179, R
0, 30, 180, R
2, 32, 181, W
1, 34, 182, W
2, 34, 183, R
2, 34, 184, R
3, 32, 185, W
2, 34, 186, W
0, 32, 187, W
2, 30, 188, W
0, 32, 189, R
3, 32, 190, W
1, 34, 191, W
0, 30, 192, R
3, 32, 193, R
2, 32, 194, R
0, 31, 195, W
3, 33, 196, W
1, 34, 197, R
2, 33, 198, W
1, 32, 199, W
2, 30, 200, W
3, 30, 201, W
0, 33, 202, R
1, 30, 203, W
3, 30, 204, R
0, 34, 205, W
1, 32, 206, W
0, 32, 207, R
0, 34, 208, R
3, 31, 209, W
3, 31, 210, W
1, 31, 211, W
2, 32, 212, R
0, 33, 213, R
2, 33, 214, W
3, 34, 215, W
1, 32, 216, W
3, 30, 217, R
3, 32, 218, W
0, 30, 219, W
2, 31, 220, R
1, 34, 221, R
1, 31, 222, R
1, 30, 223, R
3, 31, 224, R
2, 32, 225, W
2, 32, 226, R
3, 33, 227, W
0, 32, 228, R
0, 32, 229, R
3, 31, 230, R
0, 33, 231, R
3, 32, 232, R
0, 33, 233, W
1, 31, 234, W
2, 34, 235, W
3, 31, 236, W
3, 34, 237, R
1, 32, 238, R
0, 33, 239, R
3, 32, 240, R
3, 30, 241, W
2, 30, 242, W
0, 31, 243, W
3, 33, 244, W
1, 32, 245, R
0, 31, 246, R
1, 30, 247, W
1, 31, 248, W
1, 34, 249, R
0, 30, 250, W
1, 33, 251, R
2, 32, 252, R
0, 31, 253, R
0, 34, 254, W
0, 31, 255, R
1, 31, 256, R
3, 33, 257, R
3, 30, 258, W
3, 32, 259, W
2, 33, 260, W
1, 34, 261, W
1, 34, 262, W
3, 31, 263, R
1, 34, 264, R
2, 34, 265, W
0, 32, 266, W
3, 30, 267, W
0, 31, 268, W
2, 32, 269, W
2, 32, 270, R
3, 32, 271, W
3, 33, 272, W
3, 31, 273, R
3, 31, 274, W
0, 30, 275, W
3, 31, 276, R
1, 32, 277, R
0, 33, 278, R
1, 34, 279, W
3, 33, 280, R
2, 31, 281, W
2, 33, 282, R
0, 33, 283, R
1, 34, 284, R
2, 30, 285, R
3, 32, 286, W
0, 32, 287, W
0, 32, 288, R
2, 33, 289, W
2, 31, 290, R
1, 33, 291, R
2, 33, 292, W
2, 34, 293, W
1, 34, 294, R
1, 33, 295, R
3, 33, 296, W
0, 31, 297, R
3, 34, 298, W
1, 32, 299, R
0, 31, 300, W
1, 31, 301, R
0, 34, 302, R
2, 30, 303, W
0, 33, 304, W
0, 32, 305, W
3, 32, 306, W
0, 30, 307, W
2, 31, 308, W
0, 34, 309, R
3, 30, 310, R
0, 33, 311, W
0, 31, 312, R
1, 31, 313, R
2, 31, 314, W
3, 33, 315, W
2, 34, 316, R
3, 33, 317, R
2, 31, 318, R
0, 31, 319, W
3, 30, 320, R
3, 30, 321, R
2, 32, 322, R
2, 33, 323, W
0, 31, 324, W
3, 30, 325, W
3, 31, 326, W
0, 33, 327, R
3, 30, 328, R
0, 34, 329, W
2, 32, 330, W
0, 31, 331, W
0, 34, 332, R
1, 30, 333, R
0, 33, 334, W
3, 33, 335, R
1, 34, 336, W
1, 31, 337, W
3, 30, 338, R
2, 34, 339, R
2, 33, 340, W
1, 30, 341, W
2, 33, 342, W
3, 34, 343, R
3, 30, 344, R
0, 34, 345, R
1, 34, 346, R
1, 33, 347, R
3, 30, 348, W
0, 33, 349, R
3, 32, 350, W
2, 32, 351, R
2, 34, 352, W
2, 31, 353, W
1, 32, 354, W
1, 34, 355, W
2, 33, 356, W
0, 30, 357, W
2, 33, 358, W
1, 33, 359, R
1, 31, 360, W
2, 33, 361, R
1, 32, 362, R
2, 30, 363, R
2, 30, 364, R
2, 34, 365, W
3, 32, 366, W
1, 33, 367, W
1, 33, 368, R
0, 32, 369, R
3, 31, 370, R
3, 32, 371, W
0, 32, 372, R
2, 32, 373, W
0, 33, 374, W
2, 31, 375, R
1, 32, 376, R
3, 34, 377, R
1, 34, 378, R
3, 32, 379, R
1, 32, 380, R
0, 34, 381, R
3, 31, 382, R
2, 34, 383, R
1, 31, 384, R
0, 30, 385, R
1, 32, 386, W
2, 30, 387, W
0, 33, 388, R
2, 33, 389, W
0, 34, 390, R
3, 32, 391, R
0, 30, 392, R
0, 30, 393, R
3, 33, 394, R
1, 31, 395, W
3, 34, 396, W
3, 30, 397, R
1, 30, 398, W
0, 33, 399, W
2, 32, 400, W
1, 34, 401, R
0, 32, 402, R
2, 33, 403, W
3, 33, 404, R
2, 34, 405, W
2, 34, 406, R
0, 31, 407, W
2, 32, 408, R
1, 33, 409, R
2, 33, 410, R
1, 31, 411, R
2, 30, 412, R
0, 31, 413, R
0, 33, 414, W
3, 34, 415, W
1, 34, 416, W
2, 30, 417, R
2, 30, 418, R
2, 30, 419, W
3, 33, 420, R
2, 30, 421, W
1, 32, 422, R
2, 32, 423, R
3, 30, 424, W
0, 34, 425, R
3, 31, 426, R
2, 33, 427, R
1, 31, 428, R
0, 30, 429, W
0, 31, 430, W
0, 30, 431, R
1, 33, 432, W
1, 31, 433, W
1, 30, 434, W
3, 32, 435, R
3, 33, 436, R
3, 31, 437, W
3, 32, 438, W
2, 32, 439, W
3, 31, 440, R
1, 33, 441, W
0, 32, 442, R
2, 31, 443, W
3, 32, 444, W
3, 33, 445, W
0, 34, 446, R
2, 32, 447, R
0, 30, 448, W
0, 31, 449, R
3, 32, 450, R
1, 32, 451, W
3, 34, 452, R
1, 30, 453, R
0, 30, 454, R
3, 30, 455, R
3, 34, 456, R
1, 31, 457, W
3, 34, 458, R
3, 32, 459, R
3, 34, 460, W
2, 32, 461, R
2, 31, 462, W
0, 30, 463, R
1, 30, 464, R
3, 31, 465, R
0, 30, 466, R
1, 33, 467, R
1, 32, 468, R
1, 33, 469, W
3, 34, 470, R
3, 33, 471, W
3, 32, 472, W
0, 30, 473, W
0, 30, 474, R
0, 34, 475, R
0, 33, 476, W
3, 32, 477, R
2, 32, 478, R
1, 34, 479, R
1, 32, 480, W
0, 30, 481, R
2, 31, 482, W
2, 34, 483, W
1, 30, 484, W
2, 33, 485, R
1, 32, 486, R
2, 34, 487, R
0, 32, 488, W
0, 30, 489, W
0, 30, 490, W
0, 30, 491, W
0, 30, 492, R
1, 31, 493, W
3, 32, 494, R
2, 31, 495, W
3, 34, 496, W
1, 30, 497, R
0, 34, 498, W
3, 30, 499, R
3, 31, 500, R
3, 34, 501, W
0, 34, 502, R
1, 32, 503, R
0, 34, 504, R
3, 32, 505, R
0, 34, 506, W
1, 33, 507, R
0, 33, 508, W
0, 32, 509, W
3, 33, 510, R
0, 32, 511, R
0, 32, 512, R
0, 32, 513, R
0, 30, 514, R
3, 30, 515, R
3, 31, 516, R
1, 33, 517, W
0, 31, 518, R
0, 32, 519, R
1, 34, 520, W
2, 33, 521, W
2, 32, 522, W
1, 33, 523, R
3, 30, 524, R
3, 30, 525, R
0, 32, 526, W
3, 33, 527, W
1, 31, 528, R
1, 32, 529, W
3, 33, 530, W
0, 34, 531, W
1, 33, 532, R
3, 33, 533, W
1, 31, 534, R
2, 34, 535, R
2, 34, 536, W
0, 32, 537, R
2, 30, 538, R
1, 30, 539, R
2, 34, 540, W
3, 34, 541, R
0, 34, 542, W
3, 30, 543, R
0, 34, 544, W
0, 32, 545, W
1, 34, 546, R
0, 34, 547, R
2, 34, 548, R
3, 31, 549, R
3, 34, 550, W
3, 33, 551, R
3, 32, 552, W
2, 34, 553, R
1, 33, 554, W
0, 31, 555, R
0, 33, 556, R
0, 30, 557, R
3, 30, 558, R
1, 33, 559, R
1, 32, 560, R
0, 33, 561, R
2, 31, 562, R
3, 34, 563, W
0, 32, 564, R
1, 34, 565, W
2, 33, 566, R
0, 34, 567, W
1, 31, 568, W
2, 33, 569, W
1, 34, 570, R
2, 30, 571, R
3, 33, 572, W
1, 31, 573, R
0, 34, 574, R
3, 33, 575, W
2, 31, 576, R
3, 30, 577, R
0, 31, 578, R
3, 34, 579, W
1, 34, 580, W
0, 33, 581, W
1, 30, 582, W
2, 30, 583, W
1, 34, 584, W
2, 30, 585, W
3, 33, 586, W
1, 33, 587, R
0, 32, 588, R
0, 30, 589, R
3, 32, 590, R
2, 34, 591, R
3, 30, 592, W
3, 31, 593, W
3, 32, 594, W
3, 31, 595, R
2, 30, 596, R
1, 33, 597, W
2, 31, 598, R
2, 31, 599, W
3, 33, 600, R
1, 34, 601, W
2, 31, 602, W
2, 33, 603, R
2, 30, 604, W
2, 33, 605, W
0, 34, 606, R
2, 33, 607, R
1, 30, 608, W
3, 31, 609, R
0, 33, 610, W
0, 34, 611, R
2, 34, 612, R
1, 32, 613, R
0, 33, 614, R
3, 32, 615, R
1, 33, 616, R
3, 31, 617, W
0, 30, 618, W
1, 32, 619, W
3, 33, 620, R
2, 34, 621, W
0, 33, 622, W
1, 31, 623, W
1, 32, 624, W
1, 33, 625, W
3, 30, 626, R
1, 31, 627, W
3, 33, 628, W
2, 34, 629, W
3, 31, 630, W
0, 31, 631, R
1, 32, 632, R
3, 33, 633, R
1, 34, 634, W
3, 32, 635, W
2, 30, 636, W
3, 32, 637, W
0, 34, 638, W
2, 31, 639, W
1, 33, 640, R
0, 34, 641, R
0, 30, 642, W
0, 34, 643, R
3, 34, 644, W
1, 34, 645, R
3, 34, 646, R
3, 31, 647, R
1, 32, 648, W
1, 31, 649, R
2, 32, 650, R
1, 33, 651, W
0, 31, 652, W
2, 34, 653, R
3, 30, 654, W
2, 34, 655, R
0, 31, 656, W
3, 31, 657, W
2, 32, 658, W
1, 33, 659, W
1, 30, 660, W
2, 31, 661, R
0, 32, 662, R
3, 31, 663, W
3, 30, 664, W
1, 34, 665, W
1, 30, 666, W
0, 34, 667, W
2, 31, 668, R
2, 34, 669, R
1, 33, 670, W
2, 30, 671, W
1, 32, 672, W
0, 30, 673, R
0, 31, 674, W
0, 33, 675, R
3, 34, 676, W
2, 30, 677, W
2, 31, 678, W
1, 31, 679, W
0, 31, 680, R
1, 30, 681, W
1, 32, 682, W
0, 33, 683, W
1, 32, 684, W
2, 34, 685, R
1, 33, 686, R
0, 31, 687, W
0, 33, 688, R
0, 34, 689, W
1, 34, 690, W
0, 31, 691, W
1, 30, 692, W
3, 30, 693, R
0, 34, 694, R
3, 32, 695, R
2, 34, 696, W
3, 32, 697, W
1, 34, 698, W
3, 34, 699, R
2, 34, 700, R
2, 32, 701, W
1, 32, 702, W
1, 32, 703, R
3, 34, 704, R
0, 34, 705, W
3, 34, 706, R
0, 33, 707, R
3, 33, 708, R
0, 34, 709, W
0, 30, 710, W
3, 33, 711, W
0, 30, 712, W
3, 34, 713, R
0, 34, 714, W
3, 32, 715, R
3, 32, 716, W
2, 33, 717, W
1, 34, 718, R
2, 32, 719, R
0, 30, 720, W
1, 34, 721, R
0, 30, 722, R
3, 31, 723, R
1, 31, 724, R
3, 32, 725, W
1, 31, 726, R
2, 31, 727, R
2, 31, 728, R
3, 33, 729, R
0, 32, 730, R
0, 30, 731, R
3, 33, 732, R
1, 34, 733, W
1, 30, 734, R
2, 31, 735, W
1, 34, 736, R
2, 34, 737, R
2, 34, 738, R
2, 34, 739, W
3, 30, 740, R
3, 31, 741, R
0, 34, 742, W
3, 34, 743, W
1, 31, 744, R
3, 32, 745, W
2, 30, 746, W
1, 34, 747, W
0, 32, 748, R
3, 33, 749, W
0, 32, 750, W
0, 33, 751, R
3, 33, 752, R
0, 33, 753, R
2, 32, 754, W
2, 34, 755, R
2, 30, 756, R
3, 34, 757, R
0, 31, 758, W
0, 32, 759, W
3, 30, 760, W
1, 31, 761, R
3, 30, 762, R
3, 30, 763, R
2, 32, 764, W
2, 31, 765, R
0, 30, 766, W
2, 34, 767, W
3, 30, 768, W
3, 30, 769, W
3, 32, 770, W
1, 33, 771, R
2, 31, 772, R
0, 30, 773, R
2, 30, 774, W
2, 33, 775, W
2, 31, 776, R
3, 34, 777, R
1, 30, 778, W
0, 32, 779, R
3, 32, 780, W
0, 33, 781, R
2, 33, 782, R
0, 32, 783, R
0, 32, 784, W
2, 33, 785, W
3, 30, 786, R
0, 33, 787, R
2, 32, 788, R
1, 32, 789, R
3, 33, 790, W
2, 34, 791, R
0, 32, 792, W
1, 33, 793, R
1, 30, 794, W
2, 31, 795, W
1, 30, 796, W
3, 32, 797, R
0, 30, 798, R
1, 32, 799, W
0, 32, 800, R
3, 31, 801, R
2, 34, 802, W
1, 30, 803, W
2, 31, 804, W
3, 34, 805, W
0, 33, 806, W
0, 30, 807, R
0, 33, 808, W
3, 33, 809, R
2, 34, 810, W
3, 33, 811, R
1, 30, 812, R
3, 31, 813, R
2, 34, 814, R
3, 32, 815, W
1, 33, 816, W
0, 34, 817, R
1, 33, 818, W
1, 31, 819, W
1, 32, 820, R
3, 30, 821, W
1, 31, 822, R
1, 34, 823, R
1, 33, 824, R
0, 33, 825, R
