0, 58, 10, W
1, 60, 11, W
1, 58, 11, W
0, 58, 12, R
2, 58, 13, W
1, 58, 13, R
0, 58, 14, R
2, 58, 15, R
3, 60, 16, R
0, 45, 17, W
1, 45, 18, W
0, 45, 19, R
2, 45, 19, R
3, 45, 20, R
0, 58, 20, W
1, 60, 21, W
1, 58, 21, W
0, 58, 22, R
2, 58, 23, W
1, 58, 23, R
0, 58, 24, R
2, 58, 25, R
3, 60, 26, R
0, 45, 27, W
1, 45, 28, W
0, 45, 29, R
2, 45, 29, R
3, 45, 30, R
0, 58, 30, W
1, 60, 31, W
1, 58, 31, W
0, 58, 32, R
2, 58, 33, W
1, 58, 33, R
0, 58, 34, R
2, 58, 35, R
3, 60, 36, R
0, 58, 37, W
1, 60, 38, W
1, 58, 39, W
0, 58, 39, R
2, 58, 40, W
1, 58, 41, R
0, 58, 41, R
2, 58, 41, R
3, 60, 42, R
0, 45, 43, W
1, 45, 43, W
0, 45, 44, R
2, 45, 44, R
3, 45, 45, R
0, 58, 46, W
1, 60, 47, W
1, 58, 47, W
